disclosure_id,tx_id,disclosed_at,disclosed_fee,disclosed_fx_rate,disclosed_receive_amount,disclosed_delivery_window,receipt_sent_at,cancellation_deadline,created_at
DSC_74C439A5FA5D,TXN_8012C5585DC3,2025-10-20T14:24:12.213307,4.72,168.663019,325718.65,Within 24 hours,2025-10-21T08:27:13.569076,2025-10-20T14:57:12.213307,2026-03-24 16:14:12
DSC_88D8DB75FCA2,TXN_2B368127C766,2025-11-18T08:00:12.213307,3.22,83.413464,150000.76,Within 2 hours,2025-11-18T09:01:58.593058,2025-11-18T08:31:12.213307,2026-03-24 16:14:12
DSC_AB9D3BBF7831,TXN_05C91069F951,2026-02-22T00:09:12.213307,7.07,2076.828844,4031851.68,Within 1 hour,2026-02-22T01:37:49.401020,2026-02-22T00:45:12.213307,2026-03-24 16:14:12
DSC_8C1B7AFF8E24,TXN_F2F504F11BAD,2026-02-17T21:25:12.213307,3.97,170.97704,266955,Within 15 minutes,2026-02-17T22:01:31.734752,2026-02-17T21:57:12.213307,2026-03-24 16:14:12
DSC_C301DDE279E4,TXN_5787B4B34FD8,2025-12-30T16:23:12.213307,2.25,82.261882,152495.43,Within 2 hours,2025-12-30T18:31:31.130136,2025-12-30T17:03:12.213307,2026-03-24 16:14:12
DSC_3BD11EF14D2F,TXN_5A7EFBCE6DD6,2025-11-21T06:53:12.213307,4.96,17.944897,26889.35,Within 1 hour,2025-11-21T08:02:16.391082,2025-11-21T07:32:12.213307,2026-03-24 16:14:12
DSC_74F0D7998D98,TXN_6EEC69110D51,2026-01-11T21:48:12.213307,2.76,17.780795,16013.38,Within 1 hour,,2026-01-11T22:25:12.213307,2026-03-24 16:14:12
DSC_9B4F4F9F0E2C,TXN_8947A1292601,2025-03-27T17:45:12.213307,5.59,57.847715,110914.89,Within 24 hours,,2025-03-27T18:23:12.213307,2026-03-24 16:14:12
DSC_16B88211EABE,TXN_9A6B0ED2E743,2026-02-25T01:11:12.213307,5.14,57.894885,24355.22,Within 24 hours,2026-02-25T17:27:38.783080,2026-02-25T01:47:12.213307,2026-03-24 16:14:12
DSC_E760CD3364AA,TXN_4587B2A000DB,2025-06-27T23:12:12.213307,7.24,2070.359407,1230435.3,Within 1 hour,,2025-06-27T23:46:12.213307,2026-03-24 16:14:12
DSC_DE6030186D21,TXN_7D7A30149390,2026-01-19T04:38:12.213307,3.78,82.055571,29575.29,Within 2 hours,2026-01-19T06:38:05.362932,2026-01-19T05:11:12.213307,2026-03-24 16:14:12
DSC_D3EC547BCE33,TXN_77882E45EA67,2025-05-04T17:03:12.213307,4.63,58.28155,72559.36,Within 30 minutes,2025-05-04T17:50:31.727572,2025-05-04T17:38:12.213307,2026-03-24 16:14:12
DSC_94BBFF335109,TXN_2C88B00ECD2E,2025-11-07T22:20:12.213307,5.45,56.439183,108188.27,Within 30 minutes,2025-11-07T22:51:16.943099,2025-11-07T22:59:12.213307,2026-03-24 16:14:12
DSC_283ECBB63640,TXN_F328347C619C,2025-06-25T12:22:12.213307,3.13,83.584654,166749.71,Within 2 hours,2025-06-25T14:21:03.825875,2025-06-25T12:59:12.213307,2026-03-24 16:14:12
DSC_5674E75D9634,TXN_4FE8C4FED246,2026-02-23T23:04:12.213307,4.13,56.110001,87079.92,Within 30 minutes,2026-02-23T23:35:05.042260,2026-02-23T23:40:12.213307,2026-03-24 16:14:12
DSC_06037B40C861,TXN_69FD948534B4,2025-05-05T15:37:12.213307,4.71,58.200252,43030.36,Within 1 hour,2025-05-05T16:41:27.644601,2025-05-05T16:13:12.213307,2026-03-24 16:14:12
DSC_614AF484C777,TXN_24E63046DEAC,2025-06-16T10:07:12.213307,3.72,167.958722,169435.08,Within 15 minutes,,2025-06-16T10:38:12.213307,2026-03-24 16:14:12
DSC_184464D0B55E,TXN_A5770C0D1CF0,2025-06-22T20:37:12.213307,2.67,17.958682,7314.57,Within 1 hour,2025-06-22T21:35:22.730781,2025-06-22T21:08:12.213307,2026-03-24 16:14:12
DSC_9A01DEB357B7,TXN_053729CEDB22,2026-01-25T15:02:12.213307,5.51,58.234223,51696.85,Within 30 minutes,2026-01-25T15:37:27.183063,2026-01-25T15:42:12.213307,2026-03-24 16:14:12
DSC_263070C7E62A,TXN_930A0F6E7209,2025-05-17T20:59:12.213307,1.43,84.182925,2471.61,Within 2 hours,,2025-05-17T21:30:12.213307,2026-03-24 16:14:12
DSC_DBF8A2A91653,TXN_631ADD492404,2025-10-15T18:42:12.213307,3.22,168.37988,310106.91,Within 24 hours,2025-10-16T10:02:38.467396,2025-10-15T19:17:12.213307,2026-03-24 16:14:12
DSC_A7E045568C48,TXN_6D4DA3C516C1,2025-09-24T19:27:12.213307,2.21,84.130519,163659.1,Within 2 hours,2025-09-24T21:22:37.871765,2025-09-24T20:05:12.213307,2026-03-24 16:14:12
DSC_E3C88C95AE7D,TXN_06CC063D78B7,2025-07-25T14:56:12.213307,1.73,84.20161,162371.86,Within 2 hours,,2025-07-25T15:30:12.213307,2026-03-24 16:14:12
DSC_2845A84D8B70,TXN_252210EDB840,2025-05-03T19:30:12.213307,6.11,2063.179515,1926390.71,Within 2 business days,2025-05-04T15:34:51.470838,2025-05-03T20:08:12.213307,2026-03-24 16:14:12
DSC_E0FAAA7AD0F9,TXN_9F1098CA7047,2026-02-23T00:05:12.213307,3.18,57.669781,39774.27,Within 1 hour,2026-02-23T00:43:11.749254,2026-02-23T00:36:12.213307,2026-03-24 16:14:12
DSC_4D0280DF9B9E,TXN_81252CF8336B,2025-09-14T11:46:12.213307,2.09,17.622095,23630.88,Within 1 hour,2025-09-14T12:32:20.218700,2025-09-14T12:19:12.213307,2026-03-24 16:14:12
DSC_90CB5077679A,TXN_F064D42F86B1,2025-12-13T03:26:12.213307,6.91,2039.709888,1003720.84,Within 1 hour,2025-12-13T04:16:37.064521,2025-12-13T03:58:12.213307,2026-03-24 16:14:12
DSC_E0C046E4F6DA,TXN_CC21D20ED12A,2025-09-07T21:05:12.213307,3.79,82.616285,32738.36,Within 2 hours,,2025-09-07T21:42:12.213307,2026-03-24 16:14:12
DSC_0263599C1C03,TXN_72D883AFDB9E,2025-07-04T13:19:12.213307,5.11,56.83604,58101.78,Within 1 hour,2025-07-04T14:24:27.095615,2025-07-04T13:54:12.213307,2026-03-24 16:14:12
DSC_5F0F2B4C8C54,TXN_AFD55186D29E,2025-07-17T22:33:12.213307,5.49,2020.172316,2094595.46,Within 1 hour,2025-07-17T23:17:17.625615,2025-07-17T23:11:12.213307,2026-03-24 16:14:12
DSC_19119D931D8E,TXN_53A6497306A5,2025-04-20T18:44:12.213307,3.94,170.395575,14285.97,Within 15 minutes,2025-04-20T19:11:15.599025,2025-04-20T19:18:12.213307,2026-03-24 16:14:12
DSC_F207275624D3,TXN_059D4D2F18CB,2025-12-23T22:13:12.213307,3.97,57.763236,16404.18,Within 24 hours,2025-12-24T20:37:48.013452,2025-12-23T22:50:12.213307,2026-03-24 16:14:12
DSC_567E96B901CB,TXN_D4D01FFD4E57,2025-08-09T13:24:12.213307,4.26,17.62678,14015.93,Within 1 hour,,2025-08-09T14:00:12.213307,2026-03-24 16:14:12
DSC_475A626B6EF0,TXN_1452EBF743DF,2025-08-25T14:03:12.213307,4.11,56.903167,11726.04,Within 1 hour,2025-08-25T15:12:36.411528,2025-08-25T14:42:12.213307,2026-03-24 16:14:12
DSC_EE5E13B8870C,TXN_CC6906CE7198,2025-05-17T01:15:12.213307,6.92,2033.514167,1377665.18,Within 2 business days,,2025-05-17T01:54:12.213307,2026-03-24 16:14:12
DSC_7E13190901D5,TXN_55DC19E897D5,2026-02-15T02:15:12.213307,4.3,2014.124006,612313.84,Within 2 business days,2026-02-16T01:57:23.734904,2026-02-15T02:50:12.213307,2026-03-24 16:14:12
DSC_A5324347FBBE,TXN_BF90CFD06001,2025-03-24T06:48:12.213307,4.07,2073.28176,1424054.31,Within 2 business days,,2025-03-24T07:21:12.213307,2026-03-24 16:14:12
DSC_A1C5D91EE658,TXN_75C4139AD222,2025-08-15T07:18:12.213307,3.47,170.346663,51938.7,Within 15 minutes,2025-08-15T07:42:03.486600,2025-08-15T07:57:12.213307,2026-03-24 16:14:12
DSC_9E4455F4A03D,TXN_5141E9164E28,2025-06-17T23:17:12.213307,3.1,169.678179,55136.92,Within 24 hours,2025-06-18T09:19:25.901714,2025-06-17T23:51:12.213307,2026-03-24 16:14:12
DSC_CFD5A415F9DA,TXN_A6FE546CF671,2026-02-20T12:08:12.213307,4.89,57.402382,36201.96,Within 1 hour,2026-02-20T12:40:49.132430,2026-02-20T12:44:12.213307,2026-03-24 16:14:12
DSC_9F6C8E3E48F4,TXN_D36C31CAC3C3,2025-04-15T02:49:12.213307,2.44,17.714069,14570.35,Within 1 hour,2025-04-15T04:06:49.671395,2025-04-15T03:29:12.213307,2026-03-24 16:14:12
DSC_FE3B74566C28,TXN_9DCA607F540D,2025-07-01T02:13:12.213307,2.6,84.288879,150244.08,Within 2 hours,2025-07-01T04:03:39.703032,2025-07-01T02:52:12.213307,2026-03-24 16:14:12
DSC_9F390CE307DB,TXN_DED680ABBFB4,2025-07-31T20:21:12.213307,2.35,84.421037,68243.43,Within 2 hours,2025-07-31T21:54:23.192495,2025-07-31T21:01:12.213307,2026-03-24 16:14:12
DSC_6BF691506844,TXN_47A0528D153F,2025-07-05T09:52:12.213307,7.98,2088.687577,4000337.99,Within 2 business days,2025-07-06T23:30:44.970368,2025-07-05T10:28:12.213307,2026-03-24 16:14:12
DSC_2C92AA7F1698,TXN_B4728FA2D6CE,2025-11-11T04:09:12.213307,7.91,2064.410347,993332.33,Within 2 business days,2025-11-12T20:23:32.935425,2025-11-11T04:41:12.213307,2026-03-24 16:14:12
DSC_6D08D981AA7F,TXN_BB63314320D8,2025-09-24T07:44:12.213307,3.45,168.829722,219787.6,Within 15 minutes,,2025-09-24T08:20:12.213307,2026-03-24 16:14:12
DSC_75CE57C9C6A8,TXN_C00F9133EB76,2025-12-28T05:08:12.213307,1.19,83.455309,91267.56,Within 2 hours,2025-12-28T06:28:41.483963,2025-12-28T05:40:12.213307,2026-03-24 16:14:12
DSC_A1D65FB0953E,TXN_929041FE4AE3,2025-06-01T22:50:12.213307,2.44,17.948743,24479.93,Within 4 hours,2025-06-02T01:25:32.029127,2025-06-01T23:29:12.213307,2026-03-24 16:14:12
DSC_47F9CF22B4C8,TXN_BDC490CB40EE,2025-09-29T04:01:12.213307,3.17,83.827089,86996.59,Within 2 hours,2025-09-29T05:01:19.037287,2025-09-29T04:33:12.213307,2026-03-24 16:14:12
DSC_2C341BAFB843,TXN_4C57C49C52E1,2026-02-05T01:49:12.213307,5.77,2087.963911,167037.11,Within 2 business days,2026-02-06T08:18:02.531845,2026-02-05T02:28:12.213307,2026-03-24 16:14:12
DSC_02847A20ED66,TXN_394264275593,2025-04-04T17:51:12.213307,4.99,170.87824,276265.69,Within 15 minutes,2025-04-04T18:29:49.793718,2025-04-04T18:30:12.213307,2026-03-24 16:14:12
DSC_675896610D22,TXN_8599C0005E48,2025-06-16T20:40:12.213307,6.83,2089.39416,797668.01,Within 2 business days,2025-06-17T23:44:30.988844,2025-06-16T21:13:12.213307,2026-03-24 16:14:12
DSC_DD8155912950,TXN_1B50009C410E,2025-08-10T11:12:12.213307,3.84,84.741448,162356.99,Within 2 hours,2025-08-10T13:14:48.605437,2025-08-10T11:43:12.213307,2026-03-24 16:14:12
DSC_E0488D99B603,TXN_48D387517167,2025-11-19T09:09:12.213307,5.29,2046.751568,1577390.5,Within 2 business days,2025-11-20T21:06:02.884637,2025-11-19T09:46:12.213307,2026-03-24 16:14:12
DSC_7D3DD944B43C,TXN_122392167769,2025-06-05T20:35:12.213307,4.18,168.499553,237136.16,Within 24 hours,2025-06-06T13:01:27.756187,2025-06-05T21:08:12.213307,2026-03-24 16:14:12
DSC_192104D78D6F,TXN_1F5E1024262C,2025-04-08T10:27:12.213307,4.52,170.726174,221602.57,Within 15 minutes,,2025-04-08T11:05:12.213307,2026-03-24 16:14:12
DSC_C5C45BE473B6,TXN_AA0837900057,2025-04-09T21:19:12.213307,4.12,57.721069,52737.43,Within 1 hour,2025-04-09T22:25:05.703167,2025-04-09T21:54:12.213307,2026-03-24 16:14:12
DSC_5320D7513093,TXN_1E1F02D75EA2,2025-09-20T07:03:12.213307,5.96,171.169059,208851.93,Within 24 hours,2025-09-21T02:21:19.123157,2025-09-20T07:37:12.213307,2026-03-24 16:14:12
DSC_B8E5D0619EE5,TXN_2843882A02BA,2025-07-04T09:30:12.213307,7.03,2030.227602,1651508.95,Within 2 business days,2025-07-06T00:10:33.007460,2025-07-04T10:06:12.213307,2026-03-24 16:14:12
DSC_DE5D6ACBE102,TXN_19E38370EAA0,2026-02-04T01:54:12.213307,4.11,171.366381,118271.94,Within 15 minutes,2026-02-04T02:19:47.686201,2026-02-04T02:32:12.213307,2026-03-24 16:14:12
DSC_0882729478ED,TXN_168CA9638B12,2025-04-06T23:43:12.213307,7.75,2078.307176,511367.48,Within 2 business days,2025-04-08T07:07:25.919019,2025-04-07T00:14:12.213307,2026-03-24 16:14:12
DSC_E6450AFF646D,TXN_A58E3F406701,2025-04-25T04:04:12.213307,5.27,57.565451,22766.56,Within 1 hour,,2025-04-25T04:39:12.213307,2026-03-24 16:14:12
DSC_DB02D9D35B0A,TXN_535D42D3D77D,2026-03-19T18:40:12.213307,3.34,168.449978,88122.92,Within 24 hours,2026-03-20T16:17:50.418782,2026-03-19T19:18:12.213307,2026-03-24 16:14:12
DSC_CF67FBEFF2C3,TXN_AD8DE9490226,2025-07-28T15:11:12.213307,3.76,18.038865,24239.36,Within 1 hour,2025-07-28T16:06:27.309578,2025-07-28T15:43:12.213307,2026-03-24 16:14:12
DSC_AFA46FCC2477,TXN_42AE614E16B1,2025-04-07T20:29:12.213307,4.74,17.645486,33962.62,Within 1 hour,,2025-04-07T21:02:12.213307,2026-03-24 16:14:12
DSC_E1E410E64946,TXN_D3296F649CB0,2025-10-07T04:20:12.213307,2.02,84.011088,17370.13,Within 2 hours,2025-10-07T05:22:40.455250,2025-10-07T04:55:12.213307,2026-03-24 16:14:12
DSC_E3D6CD214C1D,TXN_5AC950F1DD83,2026-01-02T06:18:12.213307,4.24,165.54341,300353.69,Within 24 hours,2026-01-03T03:11:13.175396,2026-01-02T06:50:12.213307,2026-03-24 16:14:12
DSC_2050ECC75A7F,TXN_2C5BD7965A3A,2025-10-14T13:49:12.213307,5.08,2042.020427,3178670.26,Within 1 hour,,2025-10-14T14:28:12.213307,2026-03-24 16:14:12
DSC_803A808075EB,TXN_AEE805A2E5D0,2025-12-18T05:53:12.213307,2.25,83.03675,49293.94,Within 2 hours,,2025-12-18T06:24:12.213307,2026-03-24 16:14:12
DSC_5E70402DD993,TXN_A9AA9DEA63CE,2025-07-14T08:34:12.213307,7.09,2013.739796,629857.53,Within 1 hour,,2025-07-14T09:08:12.213307,2026-03-24 16:14:12
DSC_C0800324369D,TXN_0ECB1A3A77D6,2025-06-09T20:47:12.213307,2.11,84.376539,16796.84,Within 2 hours,,2025-06-09T21:24:12.213307,2026-03-24 16:14:12
DSC_5E894B77B48D,TXN_02E19F78679C,2025-05-11T03:36:12.213307,3.37,17.710889,31783.61,Within 1 hour,2025-05-11T04:38:21.813609,2025-05-11T04:11:12.213307,2026-03-24 16:14:12
DSC_069E282B6BE5,TXN_AADD2A4AE7DB,2025-09-17T14:09:12.213307,4.21,58.080239,101359.31,Within 24 hours,,2025-09-17T14:48:12.213307,2026-03-24 16:14:12
DSC_54082CAABD58,TXN_F603414BCB89,2025-04-19T15:40:12.213307,3.78,167.431617,7917.84,Within 24 hours,2025-04-20T01:47:54.657806,2025-04-19T16:15:12.213307,2026-03-24 16:14:12
DSC_A485318B2936,TXN_9C3CC7AACA05,2025-10-26T19:20:12.213307,2.14,81.812818,147297.43,Within 2 hours,2025-10-26T21:02:43.167066,2025-10-26T20:00:12.213307,2026-03-24 16:14:12
DSC_CD53F2E91259,TXN_EB4D0894367B,2025-07-21T23:15:12.213307,2.56,18.15912,6425.42,Within 1 hour,2025-07-21T23:53:30.093010,2025-07-21T23:49:12.213307,2026-03-24 16:14:12
DSC_241FDFFEB106,TXN_0C40400E959B,2025-09-22T17:47:12.213307,2.94,84.168271,40351.95,Within 2 hours,2025-09-22T18:50:56.005172,2025-09-22T18:25:12.213307,2026-03-24 16:14:12
DSC_C9DB5169E828,TXN_703427F838CB,2025-10-12T07:07:12.213307,7.95,2062.678497,921439.74,Within 2 business days,,2025-10-12T07:38:12.213307,2026-03-24 16:14:12
DSC_78CA08F3E776,TXN_D198A981C7E9,2025-11-19T00:05:12.213307,4.42,170.120056,165824.52,Within 24 hours,2025-11-19T11:39:45.269203,2025-11-19T00:41:12.213307,2026-03-24 16:14:12
DSC_2ACD34C389A1,TXN_07DDAEF9C00C,2026-03-05T09:57:12.213307,6.79,2016.697643,1127354.15,Within 2 business days,2026-03-06T08:21:55.067710,2026-03-05T10:30:12.213307,2026-03-24 16:14:12
DSC_E69AAFD23A3B,TXN_1B4B73E37E0D,2025-09-12T17:37:12.213307,1.73,83.828408,63768.27,Within 2 hours,,2025-09-12T18:09:12.213307,2026-03-24 16:14:12
DSC_515D49FBB52D,TXN_94A7DA032E02,2025-03-29T19:19:12.213307,1.65,84.760085,102095.22,Within 2 hours,2025-03-29T20:39:15.446263,2025-03-29T19:51:12.213307,2026-03-24 16:14:12
DSC_451E2C1199F6,TXN_39FDEE46E204,2025-10-30T03:16:12.213307,4.27,57.767855,59869.45,Within 24 hours,2025-10-30T16:02:15.836378,2025-10-30T03:54:12.213307,2026-03-24 16:14:12
DSC_CB99D55CCE34,TXN_9FCB66884F72,2025-03-26T12:43:12.213307,2.75,84.83007,43770.62,Within 2 hours,2025-03-26T14:35:44.954563,2025-03-26T13:18:12.213307,2026-03-24 16:14:12
DSC_2DDDA7C14FAE,TXN_51973ECFD485,2025-12-14T04:38:12.213307,5.1,2084.427533,2326992.37,Within 1 hour,2025-12-14T05:53:53.015433,2025-12-14T05:10:12.213307,2026-03-24 16:14:12
DSC_7DF06FED0AFB,TXN_D96477F36565,2025-11-07T00:10:12.213307,2.95,18.110728,13668.53,Within 4 hours,2025-11-07T04:08:36.704970,2025-11-07T00:43:12.213307,2026-03-24 16:14:12
DSC_55F68E0A81CD,TXN_094690732A96,2025-06-14T10:48:12.213307,4.02,169.211834,23388.46,Within 15 minutes,,2025-06-14T11:26:12.213307,2026-03-24 16:14:12
DSC_5B8C1A01D8FD,TXN_49ED00FCCE1A,2025-06-04T18:05:12.213307,4.79,17.671672,13121.22,Within 4 hours,2025-06-04T21:13:53.607294,2025-06-04T18:38:12.213307,2026-03-24 16:14:12
DSC_A4EF5472FDB4,TXN_E4CE098D1FB3,2026-01-05T17:05:12.213307,3.07,82.280357,76174.33,Within 2 hours,2026-01-05T19:12:53.536017,2026-01-05T17:39:12.213307,2026-03-24 16:14:12
DSC_53D9C9952A53,TXN_1AB481C194AA,2025-08-02T01:59:12.213307,3.36,82.970785,21355.02,Within 2 hours,2025-08-02T02:45:02.571231,2025-08-02T02:31:12.213307,2026-03-24 16:14:12
DSC_2D518D9CBF07,TXN_4812F75B8C0B,2025-11-02T02:41:12.213307,6.11,2089.947885,2090512.17,Within 1 hour,2025-11-02T03:47:47.221210,2025-11-02T03:17:12.213307,2026-03-24 16:14:12
DSC_B279F51A3A05,TXN_D71C27F0D027,2025-09-30T09:00:12.213307,4.09,2054.438633,1979020.19,Within 1 hour,2025-09-30T09:51:52.795884,2025-09-30T09:33:12.213307,2026-03-24 16:14:12
DSC_6F2A1DD3E039,TXN_DFC6C0C973EF,2025-09-19T11:50:12.213307,3.99,166.440085,185810.38,Within 24 hours,2025-09-20T10:55:21.039380,2025-09-19T12:28:12.213307,2026-03-24 16:14:12
DSC_CC14E661DBFF,TXN_B4C16A022965,2025-07-05T22:19:12.213307,5.57,58.209816,58340.79,Within 30 minutes,2025-07-05T23:01:05.375406,2025-07-05T22:57:12.213307,2026-03-24 16:14:12
DSC_6F2C9F76F767,TXN_50605E73C2C2,2025-08-07T08:01:12.213307,3.29,82.613034,112374.38,Within 2 hours,,2025-08-07T08:37:12.213307,2026-03-24 16:14:12
DSC_96EEA7BCE5F9,TXN_49C8A2E3F5F1,2025-07-01T05:43:12.213307,4.38,2038.174426,318913.15,Within 2 business days,2025-07-02T03:45:52.222667,2025-07-01T06:15:12.213307,2026-03-24 16:14:12
DSC_C24DD1832574,TXN_960F1F7B6F97,2026-03-13T01:25:12.213307,4.14,165.83992,273259.41,Within 24 hours,2026-03-13T17:03:04.217385,2026-03-13T02:05:12.213307,2026-03-24 16:14:12
DSC_CE4D5DE4D236,TXN_02B8E4879FE5,2025-08-15T22:04:12.213307,3.94,58.265737,13132.51,Within 1 hour,2025-08-15T23:16:22.212497,2025-08-15T22:38:12.213307,2026-03-24 16:14:12
DSC_0FEE72688C56,TXN_8269033E02C8,2025-10-07T18:21:12.213307,4.53,2014.024918,561852.53,Within 2 business days,2025-10-09T08:35:33.745005,2025-10-07T18:55:12.213307,2026-03-24 16:14:12
DSC_338676BA1B96,TXN_4AEF53DF5E97,2025-09-22T08:04:12.213307,7.38,2014.806729,3211340,Within 2 business days,,2025-09-22T08:42:12.213307,2026-03-24 16:14:12
DSC_FBBB4881686A,TXN_18F5482850B4,2025-12-02T16:10:12.213307,3.34,57.756324,58421.1,Within 1 hour,2025-12-02T17:11:01.719076,2025-12-02T16:47:12.213307,2026-03-24 16:14:12
DSC_2F61BC666E50,TXN_5A28EAD85779,2025-12-18T20:16:12.213307,4.52,167.545792,293858.56,Within 24 hours,2025-12-19T08:42:24.248796,2025-12-18T20:48:12.213307,2026-03-24 16:14:12
DSC_F95C6DD16766,TXN_5C857E26661A,2025-12-31T08:41:12.213307,2.94,84.773582,127657.15,Within 2 hours,,2025-12-31T09:16:12.213307,2026-03-24 16:14:12
DSC_B777BA36C900,TXN_D3C799B6B53B,2026-03-05T01:26:12.213307,4.22,2036.963169,3882553.65,Within 2 business days,2026-03-06T06:35:25.051162,2026-03-05T02:06:12.213307,2026-03-24 16:14:12
DSC_E68057FCE8E9,TXN_1E3B2F98753F,2025-03-29T06:55:12.213307,4.81,2012.844986,413720.16,Within 2 business days,2025-03-30T23:41:19.758930,2025-03-29T07:33:12.213307,2026-03-24 16:14:12
DSC_E0F1A18C63E7,TXN_D57C472785E6,2025-03-25T16:29:12.213307,2.69,17.932648,28653.32,Within 4 hours,2025-03-25T20:11:55.158280,2025-03-25T17:03:12.213307,2026-03-24 16:14:12
DSC_D28CB8A1B989,TXN_50138F7766CF,2025-11-19T20:16:12.213307,5.07,168.263066,28604.72,Within 24 hours,2025-11-20T05:10:32.639189,2025-11-19T20:56:12.213307,2026-03-24 16:14:12
DSC_F27B246A2950,TXN_A9652F7054F2,2025-04-30T16:35:12.213307,5.23,167.155986,103783.81,Within 24 hours,2025-05-01T01:31:17.494399,2025-04-30T17:12:12.213307,2026-03-24 16:14:12
DSC_38D5FE1A4BC8,TXN_15CB55FED6EF,2025-08-29T06:09:12.213307,4.79,166.573818,139180.75,Within 24 hours,2025-08-29T17:22:15.961262,2025-08-29T06:45:12.213307,2026-03-24 16:14:12
DSC_2E4101C293B3,TXN_11845935452B,2025-10-18T02:16:12.213307,3.12,165.239732,315421.17,Within 24 hours,2025-10-18T10:23:35.563663,2025-10-18T02:54:12.213307,2026-03-24 16:14:12
DSC_56F7542A2B5B,TXN_743A9AC4BC1A,2025-04-07T08:49:12.213307,4.87,56.594544,75582.58,Within 30 minutes,2025-04-07T09:27:55.797626,2025-04-07T09:24:12.213307,2026-03-24 16:14:12
DSC_94FA57BC2F88,TXN_E828B60DA588,2026-02-06T01:19:12.213307,4.23,171.487956,96105.28,Within 15 minutes,2026-02-06T02:02:21.052497,2026-02-06T01:57:12.213307,2026-03-24 16:14:12
DSC_B4BE9FB53D7E,TXN_0E3362F89A7E,2025-04-17T16:21:12.213307,3.38,17.865538,30125.41,Within 4 hours,2025-04-17T20:32:55.832863,2025-04-17T16:53:12.213307,2026-03-24 16:14:12
DSC_ADE4C235584B,TXN_36B9FEEE8C78,2025-08-20T16:52:12.213307,3.45,169.59357,178487.06,Within 15 minutes,2025-08-20T17:26:36.518980,2025-08-20T17:29:12.213307,2026-03-24 16:14:12
DSC_9C3B0669F23D,TXN_EEE1494DC9B3,2025-09-09T16:50:12.213307,4.08,17.668565,34425.96,Within 4 hours,2025-09-09T20:01:23.963195,2025-09-09T17:27:12.213307,2026-03-24 16:14:12
DSC_C5616E1B053E,TXN_94B1F3E03613,2025-11-15T00:47:12.213307,3.01,17.789379,12384.25,Within 1 hour,2025-11-15T01:49:38.580343,2025-11-15T01:22:12.213307,2026-03-24 16:14:12
DSC_336931C6206F,TXN_648156294698,2026-01-04T11:57:12.213307,2.52,17.582522,21873.89,Within 1 hour,,2026-01-04T12:36:12.213307,2026-03-24 16:14:12
DSC_9E6F99E5BA60,TXN_C73649899BAB,2025-06-02T16:20:12.213307,2.17,83.966993,57397.32,Within 2 hours,2025-06-02T17:59:22.363255,2025-06-02T16:54:12.213307,2026-03-24 16:14:12
DSC_2F0974315F26,TXN_10BB2683697E,2025-07-10T03:51:12.213307,1.61,82.288422,152333.97,Within 2 hours,2025-07-10T06:14:49.678369,2025-07-10T04:30:12.213307,2026-03-24 16:14:12
DSC_CBAB591A54C2,TXN_FC303BFD5739,2025-08-26T10:39:12.213307,4.25,56.244013,101067.12,Within 24 hours,,2025-08-26T11:12:12.213307,2026-03-24 16:14:12
DSC_8ADE5F1AF9C8,TXN_43876FC3B76F,2025-07-06T18:34:12.213307,5.88,169.159301,9197.19,Within 15 minutes,2025-07-06T19:07:43.410492,2025-07-06T19:05:12.213307,2026-03-24 16:14:12
DSC_A482999A18DB,TXN_F021E91BA7F6,2026-03-10T02:43:12.213307,4.26,57.201111,90715.24,Within 24 hours,2026-03-10T23:58:12.547644,2026-03-10T03:23:12.213307,2026-03-24 16:14:12
DSC_2ECA40CF3D31,TXN_10036EFF4FE4,2025-08-30T14:36:12.213307,3.71,57.109017,29881.15,Within 30 minutes,2025-08-30T15:11:15.076602,2025-08-30T15:14:12.213307,2026-03-24 16:14:12
DSC_075E2D64B23B,TXN_FB90FAC16291,2025-12-18T13:15:12.213307,5.43,168.639168,158154.87,Within 24 hours,2025-12-19T06:25:41.291523,2025-12-18T13:46:12.213307,2026-03-24 16:14:12
DSC_CE4F540408D6,TXN_334CCE34883F,2025-06-07T20:42:12.213307,5.97,2085.256467,1148371.59,Within 2 business days,,2025-06-07T21:13:12.213307,2026-03-24 16:14:12
DSC_91E7780CC5C8,TXN_D4D08D152324,2025-04-18T17:40:12.213307,3.7,57.576938,88554.48,Within 1 hour,2025-04-18T18:17:22.934039,2025-04-18T18:15:12.213307,2026-03-24 16:14:12
DSC_AD35E147E202,TXN_23DA376B346D,2025-04-05T18:14:12.213307,2.2,83.757338,140987.05,Within 2 hours,2025-04-05T20:24:04.664341,2025-04-05T18:53:12.213307,2026-03-24 16:14:12
DSC_660234744F01,TXN_F08CE8330DA0,2025-12-09T15:48:12.213307,5.17,2051.485317,2109603.9,Within 2 business days,2025-12-10T07:07:13.352612,2025-12-09T16:27:12.213307,2026-03-24 16:14:12
DSC_28FD26A4A0CD,TXN_D6F8CD4D763A,2025-10-01T19:37:12.213307,5.58,168.881092,281340.7,Within 15 minutes,,2025-10-01T20:15:12.213307,2026-03-24 16:14:12
DSC_657E8B061F11,TXN_96BEA1B76D34,2025-06-15T10:23:12.213307,5.32,57.537229,99601.55,Within 24 hours,2025-06-15T22:52:05.970638,2025-06-15T11:01:12.213307,2026-03-24 16:14:12
