tx_id,customer_id,corridor,send_country,receive_country,send_amount,send_currency,receive_amount,receive_currency,disclosed_fee,charged_fee,disclosed_fx_rate,applied_fx_rate,transfer_method,promised_delivery_ts,actual_delivery_ts,status,created_at
TXN_2751F4048A03,CUS_2DA43EBD3825,UK->NG,UK,NG,981,GBP,2013540.44,NGN,7.78,8.12,2087.025633,2052.538674,mobile_money,2025-10-08T20:36:12.213307,2025-10-08T20:21:27.154029,completed,2025-10-08T19:36:12.213307
TXN_6EF328B4880F,CUS_ED1367CB6D73,UK->NG,UK,NG,1034.67,GBP,2089586.24,NGN,5.53,5.53,2019.567821,2019.567821,bank_deposit,2026-01-14T23:56:12.213307,2026-01-14T17:04:47.830471,completed,2026-01-12T23:56:12.213307
TXN_54923555865B,CUS_F28ACFA0A90C,UK->KE,UK,KE,1739.68,GBP,291953.74,KES,3.45,3.45,167.820367,167.820367,bank_deposit,2026-02-12T16:04:12.213307,2026-02-12T01:47:09.873665,completed,2026-02-11T16:04:12.213307
TXN_109434B29E61,CUS_D0381760D8C3,US->MX,US,MX,636.95,USD,11521.39,MXN,2.53,2.53,18.08838,18.08838,bank_deposit,2026-03-04T10:00:12.213307,2026-03-04T09:16:32.647281,completed,2026-03-04T06:00:12.213307
TXN_C789674DB119,CUS_217FBFBCE19B,UK->NG,UK,NG,1266.54,GBP,2577297.79,NGN,5.17,5.17,2034.912273,2034.912273,mobile_money,2025-10-12T02:10:12.213307,2025-10-12T01:32:44.330827,completed,2025-10-12T01:10:12.213307
TXN_B2E97C887577,CUS_BC3DB798997C,US->IN,US,IN,829.19,USD,67258.51,INR,2.42,2.48,82.376059,81.113504,bank_deposit,2025-06-22T08:18:12.213307,2025-06-22T07:14:07.923091,completed,2025-06-22T06:18:12.213307
TXN_33A2AF040894,CUS_3A8262AEC933,UK->KE,UK,KE,1090.52,GBP,185787.37,KES,4.28,4.41,170.36585,170.36585,mobile_money,2025-06-17T09:42:12.213307,2025-06-17T09:39:08.417645,completed,2025-06-17T09:27:12.213307
TXN_981854B85165,CUS_A1B68F68CC3D,US->PH,US,PH,25,USD,1396.26,PHP,5.46,5.46,56.394153,55.850226,mobile_money,2025-06-12T10:35:12.213307,2025-06-12T10:31:21.117557,completed,2025-06-12T10:05:12.213307
TXN_EBAC4BB4A090,CUS_CD81DA0CBE48,UK->KE,UK,KE,1362.97,GBP,231621.42,KES,5.5,5.5,169.938749,169.938749,bank_deposit,2025-10-09T21:51:12.213307,2025-10-09T10:25:42.975542,completed,2025-10-08T21:51:12.213307
TXN_C84FC9B8E758,CUS_378F24E37056,US->PH,US,PH,1406.53,USD,79118.24,PHP,3.07,3.07,56.250656,56.250656,bank_deposit,2026-01-27T07:44:12.213307,2026-01-27T05:21:31.238780,completed,2026-01-26T07:44:12.213307
TXN_937D71E176C5,CUS_AB8E4F37F099,UK->NG,UK,NG,1186.8,GBP,2418046.26,NGN,4.48,4.48,2037.450502,2037.450502,bank_deposit,2025-10-14T02:40:12.213307,2025-10-15T03:58:49.031288,completed,2025-10-12T02:40:12.213307
TXN_82180A35E3AF,CUS_6B01C38F3AB3,US->MX,US,MX,1566.47,USD,28072.82,MXN,3.47,3.47,17.921068,17.921068,cash_pickup,2025-11-05T21:50:12.213307,2025-11-05T21:23:42.593059,completed,2025-11-05T20:50:12.213307
TXN_C1C8B2C6A899,CUS_D0F22A25371C,UK->NG,UK,NG,1507.23,GBP,3090307.87,NGN,6.71,6.71,2050.322688,2050.322688,mobile_money,2025-07-22T19:15:12.213307,2025-07-22T18:54:29.878434,completed,2025-07-22T18:15:12.213307
TXN_2B9706CA6150,CUS_F28ACFA0A90C,UK->KE,UK,KE,864.65,GBP,147586.21,KES,4.76,4.76,170.688963,170.688963,mobile_money,2025-04-05T19:59:12.213307,2025-04-05T19:53:54.975108,completed,2025-04-05T19:44:12.213307
TXN_144EE09EFDF8,CUS_0F95C7ACDFAB,UK->KE,UK,KE,1204.79,GBP,201441.99,KES,3.99,3.99,167.200914,167.200914,bank_deposit,2025-12-02T18:48:12.213307,,pending,2025-12-01T18:48:12.213307
TXN_0E9383540BE3,CUS_89758E23E1C5,UK->KE,UK,KE,522.46,GBP,87132.12,KES,4.57,4.57,166.772798,166.772798,bank_deposit,2025-09-07T03:00:12.213307,2025-09-08T14:58:19.429141,completed,2025-09-06T03:00:12.213307
TXN_3B9CBD154F79,CUS_E659C1D6E773,UK->NG,UK,NG,1007.18,GBP,2026465.11,NGN,4.33,4.62,2012.018812,2012.018812,bank_deposit,2025-07-03T06:56:12.213307,2025-07-02T13:14:37.667845,completed,2025-07-01T06:56:12.213307
TXN_34A93E651292,CUS_59C34F1C777C,US->IN,US,IN,815.81,USD,67388.02,INR,2.62,2.62,82.602596,82.602596,bank_deposit,2025-10-28T05:32:12.213307,2025-10-28T04:26:09.350119,completed,2025-10-28T03:32:12.213307
TXN_0D7833310F08,CUS_6F5876C9A2C4,UK->KE,UK,KE,1838.82,GBP,312441.28,KES,3.38,3.38,169.914012,169.914012,mobile_money,2025-04-12T18:34:12.213307,2025-04-12T18:31:57.436526,completed,2025-04-12T18:19:12.213307
TXN_B3414EC56204,CUS_397D2C611881,UK->NG,UK,NG,1072.59,GBP,2202493.57,NGN,4.52,4.52,2053.434738,2053.434738,bank_deposit,2025-10-05T16:12:12.213307,,cancelled,2025-10-03T16:12:12.213307
TXN_B32BE5FA6387,CUS_EB6D6FED6F35,US->MX,US,MX,1096.13,USD,19498.71,MXN,3.26,3.26,17.788687,17.788687,bank_deposit,2025-05-28T05:31:12.213307,2025-05-28T03:26:16.702361,completed,2025-05-28T01:31:12.213307
TXN_A4F54A4FE48A,CUS_4A059FF7C3C8,UK->KE,UK,KE,1257.95,GBP,215833.12,KES,4.55,4.55,171.575275,171.575275,bank_deposit,2025-07-13T19:14:12.213307,2025-07-13T09:24:14.700377,completed,2025-07-12T19:14:12.213307
TXN_7001E87BDDCC,CUS_004F6170B684,US->MX,US,MX,775.79,USD,14032.98,MXN,4.03,4.03,18.088627,18.088627,bank_deposit,2026-02-03T15:03:12.213307,2026-02-03T13:04:48.720408,completed,2026-02-03T11:03:12.213307
TXN_506905E99B6B,CUS_00A2634FFA42,UK->KE,UK,KE,633.18,GBP,104840.14,KES,3.23,3.23,165.577143,165.577143,mobile_money,2025-04-21T11:14:12.213307,2025-04-21T21:44:55.749495,completed,2025-04-21T10:59:12.213307
TXN_13CB747EF056,CUS_6FFDAF75D099,UK->NG,UK,NG,1303.76,GBP,2660319.02,NGN,6.46,6.46,2040.497498,2040.497498,mobile_money,2026-02-22T00:25:12.213307,,failed,2026-02-21T23:25:12.213307
TXN_C83D275C3C85,CUS_6F9E2A879A43,US->IN,US,IN,458.14,USD,37953.95,INR,1.79,1.79,82.843553,82.843553,bank_deposit,2025-07-09T11:22:12.213307,,pending,2025-07-09T09:22:12.213307
TXN_48F90BADA951,CUS_D6CCBD93AF21,US->IN,US,IN,1309.75,USD,107439.71,INR,3.75,3.75,82.030702,82.030702,bank_deposit,2025-05-29T04:44:12.213307,2025-05-30T08:29:19.389321,completed,2025-05-29T02:44:12.213307
TXN_488ECD65A86E,CUS_B55F9B9F2D2B,US->IN,US,IN,417.94,USD,35086.8,INR,1.64,1.64,83.951771,83.951771,bank_deposit,2025-06-10T01:31:12.213307,2025-06-10T01:14:08.940464,completed,2025-06-09T23:31:12.213307
TXN_514B5C6DCD8F,CUS_5450A48B8C63,UK->KE,UK,KE,757.93,GBP,125754.74,KES,3.83,3.83,165.91867,165.91867,bank_deposit,2026-02-11T11:10:12.213307,2026-02-11T07:37:21.151582,completed,2026-02-10T11:10:12.213307
TXN_3BF88235FF7F,CUS_88A2A1DD80B5,US->MX,US,MX,1022.97,USD,18125.21,MXN,2.44,2.44,17.994073,17.718227,bank_deposit,2025-12-22T18:20:12.213307,2025-12-22T17:20:53.216389,completed,2025-12-22T14:20:12.213307
TXN_7C1AE2788746,CUS_8CAE2FE9E7B0,UK->KE,UK,KE,1004.28,GBP,169468.23,KES,4.07,4.07,168.745996,168.745996,bank_deposit,2025-10-17T14:34:12.213307,2025-10-19T07:53:02.459789,completed,2025-10-16T14:34:12.213307
TXN_A3BEED344D48,CUS_EADEEED8B5AD,US->MX,US,MX,89.89,USD,1605.1,MXN,2.57,2.57,17.856267,17.856267,bank_deposit,2026-01-05T11:22:12.213307,2026-01-05T08:47:14.303573,completed,2026-01-05T07:22:12.213307
TXN_C42031DB3147,CUS_767FC3F29EB1,UK->NG,UK,NG,1912.13,GBP,3982729.28,NGN,5.24,5.24,2082.875789,2082.875789,mobile_money,2025-09-26T23:16:12.213307,2025-09-26T22:37:19.537285,completed,2025-09-26T22:16:12.213307
TXN_29C9ABA9FA7F,CUS_00A2634FFA42,UK->KE,UK,KE,1601.98,GBP,274765.2,KES,5.86,5.86,171.516002,171.516002,bank_deposit,2025-12-06T12:45:12.213307,2025-12-06T10:48:10.196648,completed,2025-12-05T12:45:12.213307
TXN_DDF84D73592D,CUS_378736790824,UK->NG,UK,NG,1046.02,GBP,2141869.74,NGN,5.04,5.04,2047.637461,2047.637461,mobile_money,2025-04-09T05:17:12.213307,2025-04-09T04:42:16.792141,completed,2025-04-09T04:17:12.213307
TXN_82F7DF2D4920,CUS_F94D3C3379E9,US->IN,US,IN,1867.2,USD,155317.6,INR,3.94,3.94,83.182093,83.182093,bank_deposit,2025-12-12T12:01:12.213307,,failed,2025-12-12T10:01:12.213307
TXN_F72C0125C4AF,CUS_9C5F7D3D32EC,UK->NG,UK,NG,1653.29,GBP,3422781.53,NGN,4.46,4.46,2070.285024,2070.285024,mobile_money,2025-08-15T05:35:12.213307,,pending,2025-08-15T04:35:12.213307
TXN_7F9500F48126,CUS_E0396153E084,US->IN,US,IN,1303.19,USD,108254.62,INR,2.45,2.45,83.068946,83.068946,bank_deposit,2025-09-06T21:12:12.213307,2025-09-06T20:07:04.868497,completed,2025-09-06T19:12:12.213307
TXN_3785E08C8E97,CUS_CD65E422B1B7,US->MX,US,MX,1996.58,USD,35235.72,MXN,4.49,4.49,17.648037,17.648037,bank_deposit,2025-03-27T23:33:12.213307,2025-03-27T20:51:22.519491,completed,2025-03-27T19:33:12.213307
TXN_CFCE2610B3C4,CUS_55D51C235E5B,US->MX,US,MX,623.55,USD,10753.72,MXN,4.73,4.73,17.507001,17.245965,cash_pickup,2025-09-08T00:30:12.213307,2025-09-08T00:10:41.535762,completed,2025-09-07T23:30:12.213307
TXN_DD488044790E,CUS_1CB40AE90F76,UK->NG,UK,NG,885.16,GBP,1846459.2,NGN,5.75,5.75,2086.017448,2086.017448,mobile_money,2025-11-19T23:52:12.213307,2025-11-19T23:26:22.650216,completed,2025-11-19T22:52:12.213307
TXN_116281472F26,CUS_66CCC6A6B920,US->IN,US,IN,1653.47,USD,135877.63,INR,3.51,3.51,82.177257,82.177257,bank_deposit,2025-12-14T18:35:12.213307,2025-12-14T18:27:32.223979,completed,2025-12-14T16:35:12.213307
TXN_948EC9BEC944,CUS_A470AAE46C2B,UK->KE,UK,KE,1082.34,GBP,184184.3,KES,3.17,3.17,170.172308,170.172308,bank_deposit,2025-07-25T02:23:12.213307,2025-07-24T15:07:14.093307,completed,2025-07-24T02:23:12.213307
TXN_257AE8B250B3,CUS_AC9BC76DB953,US->PH,US,PH,1207.55,USD,70004.26,PHP,5.46,5.87,57.972144,57.972144,mobile_money,2025-05-29T09:18:12.213307,2025-05-31T13:11:25.999830,completed,2025-05-29T08:48:12.213307
TXN_ACBDD72B1D8D,CUS_E827CDB4798C,UK->KE,UK,KE,70.29,GBP,12057.07,KES,3.08,3.08,171.533289,171.533289,bank_deposit,2025-03-30T15:44:12.213307,2025-03-30T04:14:33.017596,completed,2025-03-29T15:44:12.213307
TXN_76E78E635D2B,CUS_D719A4AF23DF,US->MX,US,MX,343.47,USD,6065.69,MXN,4.93,4.93,17.660021,17.660021,bank_deposit,2025-12-17T23:57:12.213307,2025-12-20T06:31:12.220238,completed,2025-12-17T19:57:12.213307
TXN_EA8A05CF4959,CUS_D9D9F7DC002A,UK->NG,UK,NG,1319.56,GBP,2685341.09,NGN,4.68,4.68,2035.027653,2035.027653,mobile_money,2025-09-13T10:29:12.213307,2025-09-13T09:53:29.441344,completed,2025-09-13T09:29:12.213307
TXN_1B926D5BBCB2,CUS_08AA3DEDB0AE,UK->KE,UK,KE,1418.21,GBP,243672.31,KES,5.84,5.84,171.816805,171.816805,bank_deposit,2025-08-03T08:00:12.213307,2025-08-02T17:37:54.294617,completed,2025-08-02T08:00:12.213307
TXN_37313B5C3892,CUS_91B571E31C40,US->PH,US,PH,1609.51,USD,92234.6,PHP,3.08,3.14,57.306011,57.306011,cash_pickup,2025-06-26T17:24:12.213307,2025-06-26T17:02:41.091332,completed,2025-06-26T16:24:12.213307
TXN_0A1A6779F1F2,CUS_3CBD3F04A613,UK->NG,UK,NG,1627.33,GBP,3300227.68,NGN,5.13,5.13,2028.0015,2028.0015,mobile_money,2025-03-26T21:12:12.213307,,failed,2025-03-26T20:12:12.213307
TXN_F827CD441087,CUS_B74A966A19D5,UK->NG,UK,NG,573.93,GBP,1191911.6,NGN,6.41,6.41,2076.754305,2076.754305,mobile_money,2026-02-15T10:41:12.213307,2026-02-15T10:19:19.811530,completed,2026-02-15T09:41:12.213307
TXN_5AB1397CCA8A,CUS_1300A52F6DB6,US->MX,US,MX,1157.56,USD,20464.1,MXN,3.34,3.34,17.678655,17.678655,bank_deposit,2025-08-10T23:55:12.213307,2025-08-10T22:14:12.626634,completed,2025-08-10T19:55:12.213307
TXN_B825429E0118,CUS_E69F0F3BE884,UK->NG,UK,NG,977.65,GBP,2019463.12,NGN,7.11,7.11,2065.629952,2065.629952,mobile_money,2025-05-28T18:14:12.213307,2025-05-28T17:56:41.302764,completed,2025-05-28T17:14:12.213307
TXN_F1B0D569948A,CUS_D719A4AF23DF,US->IN,US,IN,543.78,USD,46204.23,INR,3.8,3.8,84.9686,84.9686,bank_deposit,2025-08-24T17:17:12.213307,2025-08-24T16:29:13.925950,completed,2025-08-24T15:17:12.213307
TXN_B9D981C8FA71,CUS_8CAE2FE9E7B0,UK->KE,UK,KE,709.33,GBP,120091.55,KES,3.18,3.18,169.302787,169.302787,mobile_money,2025-09-13T17:31:12.213307,,cancelled,2025-09-13T17:16:12.213307
TXN_56DDFED69063,CUS_C725D4220B88,US->PH,US,PH,1177.23,USD,67943.48,PHP,4.61,4.61,57.714705,57.714705,bank_deposit,2026-01-12T16:42:12.213307,2026-01-12T15:23:31.426026,completed,2026-01-11T16:42:12.213307
TXN_D3699DB00793,CUS_CD81DA0CBE48,UK->NG,UK,NG,352.64,GBP,713002.58,NGN,6.95,6.95,2021.899332,2021.899332,bank_deposit,2026-01-12T08:36:12.213307,,pending,2026-01-10T08:36:12.213307
TXN_CC824973A52E,CUS_6B36FCA945D0,US->MX,US,MX,1596.35,USD,28162.64,MXN,4.43,4.43,17.641896,17.641896,bank_deposit,2025-07-30T22:51:12.213307,2025-07-30T21:24:33.044852,completed,2025-07-30T18:51:12.213307
TXN_D42C393D5173,CUS_EA0BEE16361D,US->MX,US,MX,1128.39,USD,20197.08,MXN,2.05,2.05,17.899026,17.899026,cash_pickup,2025-03-27T06:23:12.213307,,pending,2025-03-27T05:23:12.213307
TXN_67A6B015368F,CUS_44C6711FBA7A,UK->NG,UK,NG,1785.26,GBP,3728089.36,NGN,4.56,4.56,2088.261296,2088.261296,mobile_money,2025-05-18T04:53:12.213307,2025-05-18T04:39:40.158419,completed,2025-05-18T03:53:12.213307
TXN_C1DD2E3FE129,CUS_905D1FF42E40,US->PH,US,PH,759.33,USD,43628.26,PHP,4.7,4.7,57.456251,57.456251,bank_deposit,2025-10-21T17:16:12.213307,2025-10-21T05:01:31.833820,completed,2025-10-20T17:16:12.213307
TXN_FA94C0A4ECDE,CUS_F5A46311A2EC,US->MX,US,MX,726.56,USD,12871.44,MXN,3.29,3.29,17.715589,17.715589,bank_deposit,2025-10-20T10:59:12.213307,,cancelled,2025-10-20T06:59:12.213307
TXN_2874D6E6F6B6,CUS_2E4B7F617B0B,UK->KE,UK,KE,1402.44,GBP,236836.3,KES,5.36,5.78,168.874462,168.874462,bank_deposit,2026-02-18T08:03:12.213307,2026-02-17T20:09:44.604519,completed,2026-02-17T08:03:12.213307
TXN_AF81F30D6648,CUS_09FEC97BB65E,UK->NG,UK,NG,259.16,GBP,539802.25,NGN,5.92,5.92,2082.891832,2082.891832,bank_deposit,2025-11-10T04:38:12.213307,2025-11-10T00:45:37.544133,completed,2025-11-08T04:38:12.213307
TXN_965A17F4309E,CUS_8BAE6973A68B,US->MX,US,MX,1679.62,USD,29599.22,MXN,4.95,4.95,17.622572,17.622572,bank_deposit,2025-12-24T04:13:12.213307,,cancelled,2025-12-24T00:13:12.213307
TXN_01C6D80209B8,CUS_954B876EE2C4,UK->KE,UK,KE,383.99,GBP,64036.11,KES,3.37,3.54,166.765051,166.765051,bank_deposit,2026-01-10T17:23:12.213307,2026-01-10T11:57:48.777190,completed,2026-01-09T17:23:12.213307
TXN_206A409ACFBB,CUS_E2991A02F1C6,UK->NG,UK,NG,1158.34,GBP,2348167.62,NGN,4.62,4.62,2027.1834,2027.1834,mobile_money,2025-06-11T08:19:12.213307,2025-06-11T07:42:31.311424,completed,2025-06-11T07:19:12.213307
TXN_B14B5F2E920F,CUS_3F38E8AA5BB9,US->PH,US,PH,1007.83,USD,58769.94,PHP,4.3,4.3,58.313344,58.313344,mobile_money,2025-04-23T03:37:12.213307,2025-04-23T03:34:04.024869,completed,2025-04-23T03:07:12.213307
TXN_15038E93888A,CUS_CD65E422B1B7,US->MX,US,MX,235.75,USD,4199.59,MXN,2.34,2.34,17.813752,17.813752,bank_deposit,2025-05-24T10:45:12.213307,2025-05-24T08:34:39.134792,completed,2025-05-24T06:45:12.213307
TXN_453A9D41F056,CUS_039405CB88C8,UK->NG,UK,NG,1770.37,GBP,3608313.9,NGN,6.35,6.35,2038.169366,2038.169366,mobile_money,2025-06-21T09:20:12.213307,,pending,2025-06-21T08:20:12.213307
TXN_FD3A2F8C7FD7,CUS_E5F19F001F13,US->MX,US,MX,657.3,USD,11533.6,MXN,3.95,3.95,17.546936,17.546936,bank_deposit,2026-01-21T02:15:12.213307,,cancelled,2026-01-20T22:15:12.213307
TXN_75220CB8896E,CUS_CD5940A082D4,UK->KE,UK,KE,1409,GBP,240400.96,KES,4.36,4.36,170.618138,170.618138,mobile_money,2025-07-03T14:50:12.213307,2025-07-03T14:45:14.081221,completed,2025-07-03T14:35:12.213307
TXN_F3077ECB2F9A,CUS_FF40AFAD84C3,UK->KE,UK,KE,486.9,GBP,81216.8,KES,5.03,5.03,168.223138,166.803857,mobile_money,2025-07-24T02:24:12.213307,2025-07-24T02:23:21.763820,completed,2025-07-24T02:09:12.213307
TXN_64D8E3B0F68E,CUS_2F178A449F9B,UK->KE,UK,KE,428.11,GBP,72769.66,KES,3.96,3.96,169.978881,169.978881,mobile_money,2025-06-17T08:09:12.213307,2025-06-17T08:03:04.853523,completed,2025-06-17T07:54:12.213307
TXN_8437FA6BA6F5,CUS_D1A3BB7227C8,UK->NG,UK,NG,377.63,GBP,779042.95,NGN,4.57,4.57,2062.979507,2062.979507,mobile_money,2025-09-22T04:38:12.213307,,pending,2025-09-22T03:38:12.213307
TXN_7DF47590F3DC,CUS_2A5F10D0A850,UK->KE,UK,KE,692.23,GBP,116620.15,KES,4.2,4.2,168.470233,168.470233,mobile_money,2025-04-23T09:10:12.213307,2025-04-25T12:27:31.322047,completed,2025-04-23T08:55:12.213307
TXN_7F265ADC9E51,CUS_AE145628979F,UK->KE,UK,KE,1006.6,GBP,169566.71,KES,3.46,3.46,168.454912,168.454912,mobile_money,2025-11-28T00:04:12.213307,2025-11-27T23:55:08.735661,completed,2025-11-27T23:49:12.213307
TXN_3873A412C696,CUS_816E4D7EA480,US->MX,US,MX,840.43,USD,15211.68,MXN,4.83,4.83,18.099875,18.099875,cash_pickup,2025-07-26T05:34:12.213307,2025-07-26T05:18:21.068801,completed,2025-07-26T04:34:12.213307
TXN_B9FD240C4D77,CUS_1B34004AE9AA,UK->NG,UK,NG,1437.24,GBP,3004451.24,NGN,6.45,6.45,2090.431131,2090.431131,mobile_money,2025-10-20T08:07:12.213307,2025-10-20T07:51:55.969741,completed,2025-10-20T07:07:12.213307
TXN_2CC992F3A699,CUS_EA31208A3D51,US->IN,US,IN,685.32,USD,56773.45,INR,2.9,2.9,82.842252,82.842252,bank_deposit,2025-05-17T20:28:12.213307,2025-05-17T19:59:41.366836,completed,2025-05-17T18:28:12.213307
TXN_04DFA00A0CED,CUS_5448D694B82B,UK->KE,UK,KE,1592.14,GBP,271742.44,KES,4.39,4.56,170.677479,170.677479,mobile_money,2025-06-28T11:29:12.213307,2025-06-28T11:18:49.508698,completed,2025-06-28T11:14:12.213307
TXN_6DD609892CAB,CUS_BE222612DD71,UK->NG,UK,NG,774.85,GBP,1602000.86,NGN,4,4.24,2067.498047,2067.498047,bank_deposit,2026-01-10T03:59:12.213307,2026-01-09T09:17:23.990315,completed,2026-01-08T03:59:12.213307
TXN_8C4C01C6FDAE,CUS_1B6A95072BB7,US->PH,US,PH,1486.77,USD,85375.16,PHP,4.34,4.34,57.423249,57.423249,bank_deposit,2025-07-07T19:29:12.213307,2025-07-07T13:10:37.348456,completed,2025-07-06T19:29:12.213307
TXN_889B977AF63D,CUS_C75BFB589DF9,US->IN,US,IN,373.53,USD,31094.79,INR,1.5,1.5,84.679212,83.245763,bank_deposit,2025-09-22T07:27:12.213307,2025-09-22T06:06:50.749497,completed,2025-09-22T05:27:12.213307
TXN_BA959AF1F5AD,CUS_DDC58D609870,UK->NG,UK,NG,1001.86,GBP,2036325.24,NGN,6.76,6.76,2032.544705,2032.544705,bank_deposit,2025-07-15T19:48:12.213307,2025-07-14T20:52:50.543957,completed,2025-07-13T19:48:12.213307
TXN_A418016AEB69,CUS_B7AE9D3C5665,US->PH,US,PH,1194.3,USD,66988.88,PHP,3.35,3.35,56.090496,56.090496,bank_deposit,2025-04-04T10:39:12.213307,2025-04-04T07:38:00.470577,completed,2025-04-03T10:39:12.213307
TXN_B8D213FF2BF2,CUS_E18AF721F703,UK->KE,UK,KE,925.55,GBP,158725.84,KES,3.98,3.98,171.493531,171.493531,mobile_money,2025-10-15T18:55:12.213307,2025-10-18T13:51:32.831089,completed,2025-10-15T18:40:12.213307
TXN_1AA464912982,CUS_AC9BC76DB953,US->MX,US,MX,1169.29,USD,20862.38,MXN,3.65,3.65,17.841925,17.841925,cash_pickup,2025-12-04T14:25:12.213307,2025-12-04T14:14:32.981696,completed,2025-12-04T13:25:12.213307
TXN_A1576DBDD893,CUS_9D96FAB4D00F,US->IN,US,IN,825.69,USD,67558.81,INR,2.12,2.12,81.821038,81.821038,bank_deposit,2025-08-02T00:01:12.213307,2025-08-01T22:49:21.909992,completed,2025-08-01T22:01:12.213307
TXN_4D91E0F963D6,CUS_AECF96AE4DB9,US->MX,US,MX,1403.63,USD,25378.84,MXN,4.94,4.94,18.080864,18.080864,cash_pickup,2025-05-31T06:28:12.213307,,pending,2025-05-31T05:28:12.213307
TXN_E40071FC1911,CUS_CD81DA0CBE48,UK->KE,UK,KE,1262.33,GBP,213459.36,KES,3.59,3.59,169.099494,169.099494,mobile_money,2026-02-15T13:46:12.213307,,failed,2026-02-15T13:31:12.213307
TXN_387AE2468D75,CUS_7F75246CCA1E,UK->NG,UK,NG,532.4,GBP,1077157.38,NGN,4.51,4.51,2023.210714,2023.210714,mobile_money,2026-03-17T11:46:12.213307,2026-03-17T11:10:28.472395,completed,2026-03-17T10:46:12.213307
TXN_80ABB84990AA,CUS_5826E8A66E92,US->PH,US,PH,363.51,USD,20691.3,PHP,5.76,5.76,56.920864,56.920864,cash_pickup,2025-09-06T20:08:12.213307,2025-09-06T19:57:26.430832,completed,2025-09-06T19:08:12.213307
TXN_D0F993917CA0,CUS_FF2A968E4A39,UK->NG,UK,NG,1185.92,GBP,2433190.75,NGN,5.63,5.63,2051.73262,2051.73262,mobile_money,2026-01-17T21:54:12.213307,2026-01-17T21:18:46.580665,completed,2026-01-17T20:54:12.213307
TXN_72331CE6AFB5,CUS_DC5950671C9E,US->IN,US,IN,174.16,USD,14501.03,INR,1.64,1.76,84.200719,83.262697,bank_deposit,2025-04-04T23:06:12.213307,2025-04-04T22:15:36.931671,completed,2025-04-04T21:06:12.213307
TXN_C6CBA29BD57E,CUS_CD5940A082D4,UK->KE,UK,KE,485.57,GBP,81101.85,KES,5.67,5.67,170.386814,167.024012,bank_deposit,2025-11-30T18:20:12.213307,2025-11-30T17:01:50.328381,completed,2025-11-29T18:20:12.213307
TXN_4D469485C3C5,CUS_50B6FC519582,UK->KE,UK,KE,586,GBP,97906.07,KES,5.09,5.09,167.075211,167.075211,mobile_money,2025-09-17T10:49:12.213307,2025-09-19T16:38:31.431194,completed,2025-09-17T10:34:12.213307
TXN_23FFF9EB6C6D,CUS_08D46A3AC32E,UK->NG,UK,NG,970.1,GBP,2007429.01,NGN,6.52,6.52,2069.30111,2069.30111,mobile_money,2025-10-31T03:00:12.213307,2025-10-31T02:43:35.118957,completed,2025-10-31T02:00:12.213307
TXN_C0B3BD61D9A2,CUS_10E1ECF35367,UK->NG,UK,NG,926.33,GBP,1895484.35,NGN,7.86,7.86,2046.230125,2046.230125,bank_deposit,2026-01-05T09:49:12.213307,2026-01-04T17:22:03.522202,completed,2026-01-03T09:49:12.213307
TXN_65D040DF95D6,CUS_FF40AFAD84C3,UK->KE,UK,KE,654.36,GBP,111365.12,KES,5.31,5.31,170.189374,170.189374,bank_deposit,2026-01-10T12:25:12.213307,,cancelled,2026-01-09T12:25:12.213307
TXN_EFE039FDFB2A,CUS_3F38E8AA5BB9,US->MX,US,MX,1319.12,USD,23348.05,MXN,2.16,2.16,17.699716,17.699716,cash_pickup,2026-01-10T20:23:12.213307,2026-01-10T20:11:16.525507,completed,2026-01-10T19:23:12.213307
TXN_D95BF4E3D09E,CUS_E760FF127CE4,US->MX,US,MX,590.24,USD,10656.89,MXN,2.91,2.91,18.055179,18.055179,cash_pickup,2025-08-18T09:41:12.213307,2025-08-18T09:35:17.897157,completed,2025-08-18T08:41:12.213307
TXN_C8E5C61A84B8,CUS_ED1367CB6D73,UK->KE,UK,KE,1611.24,GBP,272451.15,KES,5.78,5.78,169.09408,169.09408,mobile_money,2025-07-19T10:45:12.213307,2025-07-19T10:36:18.057880,completed,2025-07-19T10:30:12.213307
TXN_AF4EAD26E894,CUS_BD4C359DD0D5,UK->NG,UK,NG,1732.86,GBP,3549592.09,NGN,6.93,6.93,2048.400962,2048.400962,bank_deposit,2025-12-23T21:44:12.213307,2025-12-23T03:50:43.778880,completed,2025-12-21T21:44:12.213307
TXN_7993C3F0E936,CUS_97DCE8A46B76,UK->KE,UK,KE,186.33,GBP,31134.72,KES,5.81,5.81,167.094524,167.094524,mobile_money,2025-09-19T08:01:12.213307,2025-09-19T07:55:46.478100,completed,2025-09-19T07:46:12.213307
TXN_D3E565C46229,CUS_FC982E4439FE,UK->NG,UK,NG,787.47,GBP,1596337.88,NGN,6.7,6.7,2027.172952,2027.172952,bank_deposit,2025-11-29T09:44:12.213307,,cancelled,2025-11-27T09:44:12.213307
TXN_DC718AD8106C,CUS_4D87634A0EA9,US->IN,US,IN,1582.29,USD,130766.39,INR,1.11,1.11,82.643759,82.643759,bank_deposit,2025-12-15T10:36:12.213307,2025-12-15T10:16:12.295603,completed,2025-12-15T08:36:12.213307
