violation_id,tx_id,rule_id,severity,disclosed_value,actual_value,delta,delta_pct,description,detected_at
VIO_B123042D86D3,TXN_6BD4B6945FD2,R3,high,2025-08-16T16:38:12.213307,2025-08-18T20:06:05.671670,51.46485,10292.9699,Delivery took 51.5h vs promised SLA of 0.5h (102.9x SLA),2026-03-24 16:14:12
VIO_127177885016,TXN_9794CB5C57C3,R3,low,2025-04-04T01:22:12.213307,2025-04-06T18:49:44.075539,65.458851,136.3726,Delivery took 65.5h vs promised SLA of 48h (1.4x SLA),2026-03-24 16:14:12
VIO_839D56905908,TXN_61E57132AE4D,R3,high,2026-02-16T05:34:12.213307,2026-02-17T03:23:27.461795,21.820902,8728.3609,Delivery took 21.8h vs promised SLA of 0.25h (87.3x SLA),2026-03-24 16:14:12
VIO_B7F0D659D789,TXN_8DC915FE65D5,R3,low,2025-04-06T19:10:12.213307,2025-04-09T05:53:08.691621,58.715688,122.3244,Delivery took 58.7h vs promised SLA of 48h (1.2x SLA),2026-03-24 16:14:12
VIO_0DA2E07E16BB,TXN_31C6D9D5382E,R3,high,2025-06-13T15:09:12.213307,2025-06-16T02:48:32.015689,59.655501,5965.5501,Delivery took 59.7h vs promised SLA of 1h (59.7x SLA),2026-03-24 16:14:12
VIO_8A6E1E704566,TXN_A28B5415595D,R3,high,2025-04-01T15:36:12.213307,2025-04-03T16:09:46.398638,48.559496,4855.9496,Delivery took 48.6h vs promised SLA of 1h (48.6x SLA),2026-03-24 16:14:12
VIO_70B4548909A2,TXN_A16C544ACDDE,R3,low,2026-03-23T04:58:12.213307,2026-03-24T00:45:49.569849,19.79371,82.4738,Delivery took 19.8h vs promised SLA of 24h (0.8x SLA),2026-03-24 16:14:12
VIO_5A5B70380494,TXN_30D17EDD4B65,R3,high,2025-08-13T10:26:12.213307,2025-08-13T23:40:46.352455,13.242816,2648.5633,Delivery took 13.2h vs promised SLA of 0.5h (26.5x SLA),2026-03-24 16:14:12
VIO_C55A09CC59C8,TXN_9C3BEB26F7B8,R3,low,2025-11-05T02:26:12.213307,2025-11-06T15:07:23.437138,36.686451,152.8602,Delivery took 36.7h vs promised SLA of 24h (1.5x SLA),2026-03-24 16:14:12
VIO_EE551E653876,TXN_6A690DDC99AB,R3,medium,2025-11-22T04:44:12.213307,2025-11-22T14:35:58.628737,9.862893,246.5723,Delivery took 9.9h vs promised SLA of 4h (2.5x SLA),2026-03-24 16:14:12
VIO_1FF2C3AF10C5,TXN_FBAF0FFEEDD1,R3,medium,2025-09-19T22:38:12.213307,2025-09-22T07:58:53.130660,57.344699,238.9362,Delivery took 57.3h vs promised SLA of 24h (2.4x SLA),2026-03-24 16:14:12
VIO_E5FF7D41D3A1,TXN_39EC20C6941B,R3,high,2025-03-31T07:24:12.213307,2025-04-02T10:14:52.588964,50.844549,2542.2274,Delivery took 50.8h vs promised SLA of 2h (25.4x SLA),2026-03-24 16:14:12
VIO_17C505C4E528,TXN_154F8C73FA82,R3,high,2026-01-09T03:08:12.213307,2026-01-11T08:04:22.642564,52.93623,2646.8115,Delivery took 52.9h vs promised SLA of 2h (26.5x SLA),2026-03-24 16:14:12
VIO_6C0B2CBFB2A1,TXN_8A9B6FB39893,R3,low,2026-02-03T20:43:12.213307,2026-02-04T04:07:53.981475,7.411602,15.4408,Delivery took 7.4h vs promised SLA of 48h (0.2x SLA),2026-03-24 16:14:12
VIO_7E23DF8D8E60,TXN_7AFEFC76B67B,R3,high,2025-07-24T21:43:12.213307,2025-07-27T06:08:32.124173,56.422197,5642.2197,Delivery took 56.4h vs promised SLA of 1h (56.4x SLA),2026-03-24 16:14:12
VIO_4E35F5CF2C09,TXN_C5B539DA0DB8,R3,high,2025-04-01T01:01:12.213307,2025-04-01T17:34:54.257542,16.561679,828.0839,Delivery took 16.6h vs promised SLA of 2h (8.3x SLA),2026-03-24 16:14:12
VIO_9C0E24B33772,TXN_4980F8874C3B,R3,high,2025-05-03T02:54:12.213307,2025-05-05T23:39:43.175405,68.758601,6875.8601,Delivery took 68.8h vs promised SLA of 1h (68.8x SLA),2026-03-24 16:14:12
VIO_8C9986A6CDBD,TXN_526C3C7ED922,R3,high,2025-07-25T17:39:12.213307,2025-07-28T13:29:08.847576,67.832398,1695.81,Delivery took 67.8h vs promised SLA of 4h (17.0x SLA),2026-03-24 16:14:12
VIO_E73A347D8888,TXN_CE918EC9E7B0,R3,high,2026-03-04T08:13:12.213307,2026-03-06T02:48:51.880386,42.594352,17037.7408,Delivery took 42.6h vs promised SLA of 0.25h (170.4x SLA),2026-03-24 16:14:12
VIO_A326918ACDBB,TXN_67C2876D91B8,R3,medium,2025-10-31T23:19:12.213307,2025-11-03T14:38:01.438173,63.313674,263.807,Delivery took 63.3h vs promised SLA of 24h (2.6x SLA),2026-03-24 16:14:12
VIO_43914566EDAF,TXN_DA9F99129417,R3,medium,2025-09-16T13:35:12.213307,2025-09-19T06:32:12.972873,64.950211,270.6259,Delivery took 65.0h vs promised SLA of 24h (2.7x SLA),2026-03-24 16:14:12
VIO_88B8E561942C,TXN_54AC637B9F29,R3,low,2025-05-28T15:01:12.213307,2025-05-29T13:34:05.824702,22.548225,46.9755,Delivery took 22.5h vs promised SLA of 48h (0.5x SLA),2026-03-24 16:14:12
VIO_9E150CF0CB63,TXN_107B9DDC05AD,R3,high,2025-07-19T06:14:12.213307,2025-07-20T19:06:19.154513,36.868595,1843.4297,Delivery took 36.9h vs promised SLA of 2h (18.4x SLA),2026-03-24 16:14:12
VIO_B090B9D3FD03,TXN_0A02611BC2AC,R3,low,2025-09-25T00:31:12.213307,2025-09-25T18:37:54.949727,18.111871,75.4661,Delivery took 18.1h vs promised SLA of 24h (0.8x SLA),2026-03-24 16:14:12
VIO_CBD79B0813F1,TXN_633D58F106C0,R3,high,2025-09-20T00:39:12.213307,2025-09-20T16:09:21.636330,15.502618,1550.2618,Delivery took 15.5h vs promised SLA of 1h (15.5x SLA),2026-03-24 16:14:12
VIO_0387FCA88090,TXN_5EDE4579D03F,R3,high,2025-05-19T03:34:12.213307,2025-05-21T03:36:43.383622,48.041992,4804.1992,Delivery took 48.0h vs promised SLA of 1h (48.0x SLA),2026-03-24 16:14:12
VIO_2B408F933FD1,TXN_067A937A4A7B,R3,low,2025-09-23T08:33:12.213307,2025-09-25T11:55:32.672655,51.37235,107.0257,Delivery took 51.4h vs promised SLA of 48h (1.1x SLA),2026-03-24 16:14:12
VIO_CB5633DBB67A,TXN_76228ECCDB7D,R3,medium,2025-09-06T01:12:12.213307,2025-09-09T00:26:56.458622,71.245624,296.8568,Delivery took 71.2h vs promised SLA of 24h (3.0x SLA),2026-03-24 16:14:12
VIO_0882789A635B,TXN_ABB7F8F65264,R3,high,2026-03-23T07:47:12.213307,2026-03-25T02:52:57.783814,43.095992,1077.3998,Delivery took 43.1h vs promised SLA of 4h (10.8x SLA),2026-03-24 16:14:12
VIO_33AC6C96140B,TXN_DC539E4EF676,R3,high,2025-12-28T22:11:12.213307,2025-12-31T12:54:57.303146,62.729192,3136.4596,Delivery took 62.7h vs promised SLA of 2h (31.4x SLA),2026-03-24 16:14:12
VIO_8B2FECEBB061,TXN_66C9699BAEC9,R3,high,2025-10-18T03:43:12.213307,2025-10-20T21:53:46.648961,66.176232,6617.6232,Delivery took 66.2h vs promised SLA of 1h (66.2x SLA),2026-03-24 16:14:12
VIO_09AF59797026,TXN_744C4F660E36,R3,high,2025-06-17T05:39:12.213307,2025-06-18T03:36:47.761221,21.959874,4391.9749,Delivery took 22.0h vs promised SLA of 0.5h (43.9x SLA),2026-03-24 16:14:12
VIO_9D0661142D88,TXN_767285526079,R3,medium,2025-07-27T04:45:12.213307,2025-07-27T14:41:26.945088,9.937425,248.4356,Delivery took 9.9h vs promised SLA of 4h (2.5x SLA),2026-03-24 16:14:12
VIO_26A94AA8E064,TXN_D7D5AE3D99E1,R3,high,2026-03-17T04:10:12.213307,2026-03-20T01:08:54.678585,68.978463,1724.4616,Delivery took 69.0h vs promised SLA of 4h (17.2x SLA),2026-03-24 16:14:12
VIO_BCA99C430358,TXN_57A70C983083,R3,high,2025-07-20T19:43:12.213307,2025-07-21T17:05:58.453762,21.379511,1068.9756,Delivery took 21.4h vs promised SLA of 2h (10.7x SLA),2026-03-24 16:14:12
VIO_0D98267488C9,TXN_9E624C0A15C8,R3,medium,2025-09-25T16:20:12.213307,2025-09-28T04:55:59.682321,60.596519,252.4855,Delivery took 60.6h vs promised SLA of 24h (2.5x SLA),2026-03-24 16:14:12
VIO_12B6AA443312,TXN_4AE7071EE8B2,R3,high,2026-01-16T00:41:12.213307,2026-01-16T08:19:26.325630,7.637253,763.7253,Delivery took 7.6h vs promised SLA of 1h (7.6x SLA),2026-03-24 16:14:12
VIO_1D742A59F078,TXN_F5D5D08FBBE2,R3,medium,2025-08-28T05:22:12.213307,2025-08-30T20:02:43.086847,62.675243,261.1468,Delivery took 62.7h vs promised SLA of 24h (2.6x SLA),2026-03-24 16:14:12
VIO_87CEAF943678,TXN_64489A83F5CB,R3,high,2025-05-22T18:35:12.213307,2025-05-24T22:15:16.768717,51.667932,2583.3966,Delivery took 51.7h vs promised SLA of 2h (25.8x SLA),2026-03-24 16:14:12
VIO_1D5E546D3BB7,TXN_4A47B5D7FC7C,R3,high,2025-10-03T16:48:12.213307,2025-10-06T16:33:45.193448,71.759161,7175.9161,Delivery took 71.8h vs promised SLA of 1h (71.8x SLA),2026-03-24 16:14:12
VIO_FE0FBAD85F30,TXN_9079EB70E992,R3,high,2025-06-12T20:54:12.213307,2025-06-13T03:26:30.652285,6.538455,2615.3821,Delivery took 6.5h vs promised SLA of 0.25h (26.2x SLA),2026-03-24 16:14:12
VIO_89B252A9DF17,TXN_75CCC3B58DE9,R3,high,2026-02-23T15:33:12.213307,2026-02-25T11:43:34.503358,44.172858,4417.2858,Delivery took 44.2h vs promised SLA of 1h (44.2x SLA),2026-03-24 16:14:12
VIO_385CBEFFC39A,TXN_90F6499349EB,R3,high,2026-03-02T01:47:12.213307,2026-03-02T14:41:17.569046,12.901488,1290.1488,Delivery took 12.9h vs promised SLA of 1h (12.9x SLA),2026-03-24 16:14:12
VIO_73A3E818D966,TXN_F6FE2DDF5076,R3,high,2025-10-05T04:36:12.213307,2025-10-07T07:25:09.564027,50.815931,1270.3983,Delivery took 50.8h vs promised SLA of 4h (12.7x SLA),2026-03-24 16:14:12
VIO_A08B0FF732D9,TXN_7966AA2AB5C5,R3,high,2025-11-04T01:22:12.213307,2025-11-05T03:55:56.861277,26.562402,2656.2402,Delivery took 26.6h vs promised SLA of 1h (26.6x SLA),2026-03-24 16:14:12
VIO_252F7B80D510,TXN_B81C5C0C31C9,R3,high,2026-02-03T12:25:12.213307,2026-02-05T15:12:18.745267,50.785148,5078.5148,Delivery took 50.8h vs promised SLA of 1h (50.8x SLA),2026-03-24 16:14:12
VIO_C1A13C0FB69E,TXN_1B505723ED4B,R3,high,2025-04-26T08:33:12.213307,2025-04-29T00:48:52.558061,64.261207,25704.4828,Delivery took 64.3h vs promised SLA of 0.25h (257.0x SLA),2026-03-24 16:14:12
VIO_AB9C6512ABFE,TXN_02A8E0D74D56,R3,low,2025-07-30T18:56:12.213307,2025-08-01T18:09:01.861863,47.213791,98.3621,Delivery took 47.2h vs promised SLA of 48h (1.0x SLA),2026-03-24 16:14:12
VIO_4EBA704E3FA1,TXN_BE276F0F77F5,R3,high,2025-09-09T17:46:12.213307,2025-09-10T19:12:05.870282,25.431571,2543.1571,Delivery took 25.4h vs promised SLA of 1h (25.4x SLA),2026-03-24 16:14:12
VIO_681FEE2F6E03,TXN_4247EC8EC153,R3,high,2026-03-16T16:28:12.213307,2026-03-17T05:31:43.007622,13.058554,652.9277,Delivery took 13.1h vs promised SLA of 2h (6.5x SLA),2026-03-24 16:14:12
VIO_16DAAE9F7FE1,TXN_02692A18EA4E,R3,low,2025-09-13T07:31:12.213307,2025-09-14T20:21:06.739710,36.831813,76.7329,Delivery took 36.8h vs promised SLA of 48h (0.8x SLA),2026-03-24 16:14:12
VIO_879C7377FF64,TXN_3F1B5DCF1ABD,R3,high,2025-10-09T18:48:12.213307,2025-10-10T06:36:23.666608,11.803181,4721.2726,Delivery took 11.8h vs promised SLA of 0.25h (47.2x SLA),2026-03-24 16:14:12
VIO_96FF63C43041,TXN_3F3CD6611295,R3,low,2026-03-19T17:24:12.213307,2026-03-20T10:30:03.761838,17.097652,71.2402,Delivery took 17.1h vs promised SLA of 24h (0.7x SLA),2026-03-24 16:14:12
VIO_D2323DFCAB2A,TXN_F483CBA91B29,R3,medium,2025-05-24T15:41:12.213307,2025-05-27T08:17:40.509196,64.60786,269.1994,Delivery took 64.6h vs promised SLA of 24h (2.7x SLA),2026-03-24 16:14:12
VIO_8405681AE268,TXN_44346F1D9669,R3,high,2025-09-25T17:32:12.213307,2025-09-28T09:23:02.152238,63.847205,3192.3603,Delivery took 63.8h vs promised SLA of 2h (31.9x SLA),2026-03-24 16:14:12
VIO_459FB21A7B53,TXN_116D80CA1050,R3,high,2025-07-06T16:22:12.213307,2025-07-09T04:22:57.942937,60.012703,3000.6351,Delivery took 60.0h vs promised SLA of 2h (30.0x SLA),2026-03-24 16:14:12
VIO_7BB96BEE1309,TXN_B8D9F1B6BF31,R3,high,2026-03-15T16:02:12.213307,2026-03-17T13:49:07.861044,45.782124,2289.1062,Delivery took 45.8h vs promised SLA of 2h (22.9x SLA),2026-03-24 16:14:12
VIO_75DEC45D325D,TXN_3D9103B9252B,R3,low,2025-10-28T22:57:12.213307,2025-10-31T09:21:36.255325,58.406678,121.6806,Delivery took 58.4h vs promised SLA of 48h (1.2x SLA),2026-03-24 16:14:12
VIO_ECDF3D9D8FF2,TXN_047F986EEBF6,R3,medium,2025-06-15T14:37:12.213307,2025-06-18T06:03:28.462249,63.437847,264.3244,Delivery took 63.4h vs promised SLA of 24h (2.6x SLA),2026-03-24 16:14:12
VIO_ED4E9996FFB0,TXN_18922EA09D63,R3,low,2025-09-12T18:37:12.213307,2025-09-15T11:54:52.624602,65.294559,136.0303,Delivery took 65.3h vs promised SLA of 48h (1.4x SLA),2026-03-24 16:14:12
VIO_DF212593A6B7,TXN_88E61047E069,R3,low,2026-03-05T17:20:12.213307,2026-03-06T02:08:12.757890,8.800151,18.3336,Delivery took 8.8h vs promised SLA of 48h (0.2x SLA),2026-03-24 16:14:12
VIO_0702376C2631,TXN_4D8A3D7E00CF,R3,high,2025-07-06T15:11:12.213307,2025-07-08T05:00:51.790655,37.82766,945.6915,Delivery took 37.8h vs promised SLA of 4h (9.5x SLA),2026-03-24 16:14:12
VIO_4C852421E1F3,TXN_C0614279DD6A,R3,high,2025-04-29T11:45:12.213307,2025-05-01T09:37:12.719616,45.866807,2293.3404,Delivery took 45.9h vs promised SLA of 2h (22.9x SLA),2026-03-24 16:14:12
VIO_20518DBC2AAD,TXN_8D19C753F948,R3,high,2025-12-21T22:58:12.213307,2025-12-22T07:10:15.525837,8.20092,3280.3681,Delivery took 8.2h vs promised SLA of 0.25h (32.8x SLA),2026-03-24 16:14:12
VIO_BD1A5D047501,TXN_DE73E2AECAC1,R3,high,2025-09-07T12:04:12.213307,2025-09-10T10:27:29.189374,70.388049,14077.6098,Delivery took 70.4h vs promised SLA of 0.5h (140.8x SLA),2026-03-24 16:14:12
VIO_6AACD9F1337F,TXN_E1924A31AC95,R3,high,2025-10-02T23:42:12.213307,2025-10-04T03:22:47.096649,27.676356,11070.5426,Delivery took 27.7h vs promised SLA of 0.25h (110.7x SLA),2026-03-24 16:14:12
VIO_1F24C8ABF16C,TXN_D1100B7EC308,R3,high,2026-01-28T07:41:12.213307,2026-01-29T08:36:47.576554,24.92649,2492.649,Delivery took 24.9h vs promised SLA of 1h (24.9x SLA),2026-03-24 16:14:12
VIO_32BF191C0BDC,TXN_624AAA1339E6,R3,low,2025-07-10T09:06:12.213307,2025-07-12T02:17:46.389891,41.192827,171.6368,Delivery took 41.2h vs promised SLA of 24h (1.7x SLA),2026-03-24 16:14:12
VIO_361223D43EAF,TXN_067A765DC6FB,R3,low,2025-08-20T05:30:12.213307,2025-08-23T04:30:56.103603,71.012192,147.9421,Delivery took 71.0h vs promised SLA of 48h (1.5x SLA),2026-03-24 16:14:12
VIO_6C5CFB99DFCC,TXN_6F302CC88A6B,R3,low,2026-01-20T04:48:12.213307,2026-01-21T14:17:31.070044,33.488571,139.5357,Delivery took 33.5h vs promised SLA of 24h (1.4x SLA),2026-03-24 16:14:12
VIO_FD1D88FB975C,TXN_8F8719B949E5,R3,low,2025-07-25T02:43:12.213307,2025-07-27T15:49:13.768979,61.100432,127.2926,Delivery took 61.1h vs promised SLA of 48h (1.3x SLA),2026-03-24 16:14:12
VIO_02E045B5FC67,TXN_FA591E44C7EC,R3,medium,2025-12-01T23:36:12.213307,2025-12-04T22:01:56.252355,70.4289,293.4537,Delivery took 70.4h vs promised SLA of 24h (2.9x SLA),2026-03-24 16:14:12
VIO_96C348B98934,TXN_4770C54420DC,R3,low,2026-01-05T19:17:12.213307,2026-01-07T07:27:39.503630,36.174247,150.726,Delivery took 36.2h vs promised SLA of 24h (1.5x SLA),2026-03-24 16:14:12
VIO_B1EA2A65521C,TXN_76204E3685A1,R3,high,2026-02-22T22:15:12.213307,2026-02-23T09:17:47.317844,11.043085,4417.2338,Delivery took 11.0h vs promised SLA of 0.25h (44.2x SLA),2026-03-24 16:14:12
VIO_CB8CAC178405,TXN_7FEC939D1658,R3,high,2026-01-06T04:28:12.213307,2026-01-06T17:38:07.476034,13.165351,658.2675,Delivery took 13.2h vs promised SLA of 2h (6.6x SLA),2026-03-24 16:14:12
VIO_3F07C1073CDC,TXN_9E968B2B4CFC,R3,low,2025-07-19T15:28:12.213307,2025-07-19T22:57:48.681144,7.493463,187.3366,Delivery took 7.5h vs promised SLA of 4h (1.9x SLA),2026-03-24 16:14:12
VIO_C315BBEA350B,TXN_7206ACEC47F2,R3,low,2026-02-27T18:00:12.213307,2026-02-28T23:03:57.586791,29.062604,60.5471,Delivery took 29.1h vs promised SLA of 48h (0.6x SLA),2026-03-24 16:14:12
VIO_009294C87281,TXN_57AEC374AE70,R3,high,2025-05-10T00:28:12.213307,2025-05-12T20:11:14.840021,67.717396,1692.9349,Delivery took 67.7h vs promised SLA of 4h (16.9x SLA),2026-03-24 16:14:12
VIO_DA2138EE65E3,TXN_7CED026400C0,R3,low,2026-03-17T03:07:12.213307,2026-03-17T21:04:58.089917,17.962744,37.4224,Delivery took 18.0h vs promised SLA of 48h (0.4x SLA),2026-03-24 16:14:12
VIO_290238D280FF,TXN_D0C32B9D86B5,R3,high,2025-11-08T02:47:12.213307,2025-11-10T17:16:32.204470,62.488886,1562.2222,Delivery took 62.5h vs promised SLA of 4h (15.6x SLA),2026-03-24 16:14:12
VIO_2F99DCB32D21,TXN_298E92540A44,R3,high,2026-03-14T20:37:12.213307,2026-03-17T10:12:48.363895,61.593375,6159.3375,Delivery took 61.6h vs promised SLA of 1h (61.6x SLA),2026-03-24 16:14:12
VIO_DA3828649DB7,TXN_7AC03050B6DA,R3,low,2025-12-11T18:14:12.213307,2025-12-14T06:36:40.126142,60.37442,125.78,Delivery took 60.4h vs promised SLA of 48h (1.3x SLA),2026-03-24 16:14:12
VIO_61578835D0B1,TXN_7A40960B55D4,R3,high,2026-02-28T16:41:12.213307,2026-03-01T08:40:26.271248,15.987238,6394.8953,Delivery took 16.0h vs promised SLA of 0.25h (63.9x SLA),2026-03-24 16:14:12
VIO_66DF86DCF22A,TXN_8E9F2D294BB7,R3,high,2025-03-28T20:44:12.213307,2025-03-30T00:50:25.132170,28.103589,2810.3589,Delivery took 28.1h vs promised SLA of 1h (28.1x SLA),2026-03-24 16:14:12
VIO_010F47EFC149,TXN_383C88CB7772,R3,high,2025-04-08T12:19:12.213307,2025-04-10T07:02:10.809196,42.716277,1067.9069,Delivery took 42.7h vs promised SLA of 4h (10.7x SLA),2026-03-24 16:14:12
VIO_D2BE93EAB2CF,TXN_8D6330CADD4E,R3,high,2026-03-09T16:53:12.213307,2026-03-11T23:45:57.086540,54.879131,2743.9566,Delivery took 54.9h vs promised SLA of 2h (27.4x SLA),2026-03-24 16:14:12
VIO_5F78A18F2392,TXN_C756521C7449,R3,high,2026-01-08T10:49:12.213307,2026-01-09T00:56:51.338668,14.127535,5651.0139,Delivery took 14.1h vs promised SLA of 0.25h (56.5x SLA),2026-03-24 16:14:12
VIO_B4BC48D68410,TXN_8A1689F24ABE,R3,high,2026-01-29T04:01:12.213307,2026-01-30T04:39:16.545728,24.634537,1231.7268,Delivery took 24.6h vs promised SLA of 2h (12.3x SLA),2026-03-24 16:14:12
VIO_1AA9D78FFEC0,TXN_240938CE8717,R3,low,2025-05-16T05:17:12.213307,2025-05-17T23:23:54.136666,42.111645,87.7326,Delivery took 42.1h vs promised SLA of 48h (0.9x SLA),2026-03-24 16:14:12
VIO_01D87D86B11F,TXN_49977852F7F9,R3,high,2025-12-06T17:36:12.213307,2025-12-07T18:30:38.472940,24.907294,2490.7294,Delivery took 24.9h vs promised SLA of 1h (24.9x SLA),2026-03-24 16:14:12
VIO_6087DAB13B67,TXN_D8A903C162FE,R3,high,2025-07-23T02:01:12.213307,2025-07-24T00:01:40.635462,22.007895,8803.158,Delivery took 22.0h vs promised SLA of 0.25h (88.0x SLA),2026-03-24 16:14:12
VIO_DD5B420B7752,TXN_BDC3F365AD57,R3,high,2025-11-10T23:22:12.213307,2025-11-12T04:15:44.588627,28.892326,2889.2326,Delivery took 28.9h vs promised SLA of 1h (28.9x SLA),2026-03-24 16:14:12
VIO_879A3AF6BCA0,TXN_F12E611705B2,R3,high,2025-05-17T18:32:12.213307,2025-05-20T04:29:08.597229,57.948996,23179.5982,Delivery took 57.9h vs promised SLA of 0.25h (231.8x SLA),2026-03-24 16:14:12
VIO_1DD331C2F1C2,TXN_78D7B57E48A0,R3,high,2025-12-07T20:18:12.213307,2025-12-10T07:48:53.638306,59.511507,5951.1507,Delivery took 59.5h vs promised SLA of 1h (59.5x SLA),2026-03-24 16:14:12
VIO_0B612766B424,TXN_615E09D42A4D,R3,high,2025-06-06T06:01:12.213307,2025-06-08T10:01:16.379121,52.001157,5200.1157,Delivery took 52.0h vs promised SLA of 1h (52.0x SLA),2026-03-24 16:14:12
VIO_95640B1F9363,TXN_937D71E176C5,R3,low,2025-10-14T02:40:12.213307,2025-10-15T03:58:49.031288,25.310227,52.7296,Delivery took 25.3h vs promised SLA of 48h (0.5x SLA),2026-03-24 16:14:12
VIO_11BC2FA551A6,TXN_0E9383540BE3,R3,low,2025-09-07T03:00:12.213307,2025-09-08T14:58:19.429141,35.968671,149.8695,Delivery took 36.0h vs promised SLA of 24h (1.5x SLA),2026-03-24 16:14:12
VIO_BAB2BB5EA8D3,TXN_506905E99B6B,R3,high,2025-04-21T11:14:12.213307,2025-04-21T21:44:55.749495,10.512093,4204.8374,Delivery took 10.5h vs promised SLA of 0.25h (42.0x SLA),2026-03-24 16:14:12
VIO_48A39CEABD57,TXN_48F90BADA951,R3,high,2025-05-29T04:44:12.213307,2025-05-30T08:29:19.389321,27.751993,1387.5997,Delivery took 27.8h vs promised SLA of 2h (13.9x SLA),2026-03-24 16:14:12
VIO_AAC46F26BB67,TXN_7C1AE2788746,R3,low,2025-10-17T14:34:12.213307,2025-10-19T07:53:02.459789,41.313957,172.1415,Delivery took 41.3h vs promised SLA of 24h (1.7x SLA),2026-03-24 16:14:12
VIO_130971D4468B,TXN_257AE8B250B3,R3,high,2025-05-29T09:18:12.213307,2025-05-31T13:11:25.999830,51.887163,10377.4326,Delivery took 51.9h vs promised SLA of 0.5h (103.8x SLA),2026-03-24 16:14:12
VIO_197B59EDBEBF,TXN_76E78E635D2B,R3,high,2025-12-17T23:57:12.213307,2025-12-20T06:31:12.220238,54.566669,1364.1667,Delivery took 54.6h vs promised SLA of 4h (13.6x SLA),2026-03-24 16:14:12
VIO_A514059CFB61,TXN_7DF47590F3DC,R3,high,2025-04-23T09:10:12.213307,2025-04-25T12:27:31.322047,51.288641,20515.4565,Delivery took 51.3h vs promised SLA of 0.25h (205.2x SLA),2026-03-24 16:14:12
VIO_C4CE739A2362,TXN_B8D213FF2BF2,R3,high,2025-10-15T18:55:12.213307,2025-10-18T13:51:32.831089,66.93906,26775.6242,Delivery took 66.9h vs promised SLA of 0.25h (267.8x SLA),2026-03-24 16:14:12
VIO_34FBBC83889A,TXN_4D469485C3C5,R3,high,2025-09-17T10:49:12.213307,2025-09-19T16:38:31.431194,53.822005,21528.802,Delivery took 53.8h vs promised SLA of 0.25h (215.3x SLA),2026-03-24 16:14:12
VIO_480C7BFA5120,TXN_605C0D9E828A,R3,high,2025-05-27T17:07:12.213307,2025-05-30T08:58:36.836629,63.85684,1596.421,Delivery took 63.9h vs promised SLA of 4h (16.0x SLA),2026-03-24 16:14:12
VIO_21510328C0FB,TXN_D838D7D94C87,R3,high,2025-04-08T08:42:12.213307,2025-04-10T17:34:51.528668,56.877588,5687.7588,Delivery took 56.9h vs promised SLA of 1h (56.9x SLA),2026-03-24 16:14:12
VIO_033C1341211B,TXN_EEE7921951F8,R3,high,2025-04-11T03:49:12.213307,2025-04-13T14:47:40.904462,58.974636,23589.8546,Delivery took 59.0h vs promised SLA of 0.25h (235.9x SLA),2026-03-24 16:14:12
VIO_06BD24555C40,TXN_BE5F397F3A81,R3,high,2025-06-15T10:09:12.213307,2025-06-15T23:47:49.372933,13.643655,1364.3655,Delivery took 13.6h vs promised SLA of 1h (13.6x SLA),2026-03-24 16:14:12
VIO_1DD3A7723F03,TXN_20D162CD1AB2,R3,high,2025-09-24T22:52:12.213307,2025-09-26T14:14:08.765646,39.365709,984.1427,Delivery took 39.4h vs promised SLA of 4h (9.8x SLA),2026-03-24 16:14:12
VIO_E13AE8B36C21,TXN_506EF8D30127,R3,low,2025-11-29T22:29:12.213307,2025-12-01T20:47:18.763057,46.301819,96.4621,Delivery took 46.3h vs promised SLA of 48h (1.0x SLA),2026-03-24 16:14:12
VIO_00390B38C119,TXN_D09EC30C5BB9,R3,high,2025-12-28T03:05:12.213307,2025-12-30T02:34:28.953268,47.487983,1187.1996,Delivery took 47.5h vs promised SLA of 4h (11.9x SLA),2026-03-24 16:14:12
VIO_C00882D0B21D,TXN_2C6FD129AB92,R3,high,2026-02-09T22:55:12.213307,2026-02-10T09:19:06.430094,10.398394,2079.6787,Delivery took 10.4h vs promised SLA of 0.5h (20.8x SLA),2026-03-24 16:14:12
VIO_EB6A47F8BA0D,TXN_F13648631F2A,R3,high,2025-12-27T23:53:12.213307,2025-12-29T03:01:46.102252,27.142747,2714.2747,Delivery took 27.1h vs promised SLA of 1h (27.1x SLA),2026-03-24 16:14:12
VIO_A073088B9C1A,TXN_97D6BACA0482,R3,high,2025-06-05T19:28:12.213307,2025-06-07T21:55:44.819635,50.459057,5045.9057,Delivery took 50.5h vs promised SLA of 1h (50.5x SLA),2026-03-24 16:14:12
VIO_C481DBFE667C,TXN_9AC555F7F503,R3,low,2025-09-18T05:20:12.213307,2025-09-19T21:28:38.606752,40.140665,167.2528,Delivery took 40.1h vs promised SLA of 24h (1.7x SLA),2026-03-24 16:14:12
VIO_B7EA8EFC6F8D,TXN_05D03A128553,R3,high,2026-02-12T08:11:12.213307,2026-02-14T07:12:33.787327,47.022659,1175.5665,Delivery took 47.0h vs promised SLA of 4h (11.8x SLA),2026-03-24 16:14:12
VIO_4B243AEF753A,TXN_B7EF4F838A0D,R3,high,2025-05-07T06:51:12.213307,2025-05-08T09:35:29.733435,26.7382,5347.64,Delivery took 26.7h vs promised SLA of 0.5h (53.5x SLA),2026-03-24 16:14:12
